GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "10000","Delaware",2,CAEMP25N,2012,"...","    Local government","Number of jobs",22324,22156,22522,23008,23868,23713,24013,24444,24801,25304,25695,25914,26087,26345,26649,26910,27121,27303
 "10001","Kent, DE",2,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",72004,73663,75124,78240,81729,83361,84923,84602,81628,81669,83855,84764,86586,87628,88475,90408,92106,93124
 "10001","Kent, DE",2,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",62171,63444,64272,66623,69119,69876,70329,70196,66966,67362,68706,69499,71105,71897,72150,73170,73693,74097
 "10001","Kent, DE",2,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",9833,10219,10852,11617,12610,13485,14594,14406,14662,14307,15149,15265,15481,15731,16325,17238,18413,19027
 "10001","Kent, DE",2,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",757,689,641,628,626,614,675,679,681,716,722,735,743,728,732,715,699,699
 "10001","Kent, DE",2,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",9076,9530,10211,10989,11984,12871,13919,13727,13981,13591,14427,14530,14738,15003,15593,16523,17714,18328
 "10001","Kent, DE",2,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",1270,1196,1040,992,973,975,1021,976,956,1021,1040,1263,1234,1256,1254,1276,1199,1096
 "10001","Kent, DE",2,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",70734,72467,74084,77248,80756,82386,83902,83626,80672,80648,82815,83501,85352,86372,87221,89132,90907,92028
 "10001","Kent, DE",2,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",49200,50880,52400,55753,58842,60135,61272,60693,57812,57246,59250,59742,61536,62770,64051,65932,67847,68920
 "10001","Kent, DE",2,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10001","Kent, DE",2,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10001","Kent, DE",2,CAEMP25N,300,"22","   Utilities","Number of jobs",(D),124,150,173,183,183,(D),220,(D),(D),(D),(D),(D),(D),(D),312,310,337
 "10001","Kent, DE",2,CAEMP25N,400,"23","   Construction","Number of jobs",4117,(D),(D),(D),(D),5967,5836,4800,4020,3771,3668,3605,4054,4297,4224,4304,4365,4459
 "10001","Kent, DE",2,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",5805,(D),4588,4455,3928,3714,(D),3684,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "10001","Kent, DE",2,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",(D),1599,1815,1846,1874,2046,(D),1913,(D),(D),(D),(D),(D),(D),(D),1373,1367,1349
 "10001","Kent, DE",2,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",8200,8486,9333,10199,11117,11286,11536,11122,10372,10162,10400,10347,10323,10527,10501,10726,11263,11167
 "10001","Kent, DE",2,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",(D),1750,1801,2756,2855,3063,(D),2673,(D),(D),(D),(D),(D),(D),(D),3108,3514,3848
 "10001","Kent, DE",2,CAEMP25N,900,"51","   Information","Number of jobs",759,710,772,784,814,811,864,901,796,674,636,611,651,610,573,598,619,588
 "10001","Kent, DE",2,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",(D),3019,2991,3090,3269,3176,2888,3121,3213,2932,3150,3273,3253,3205,3608,4014,4067,4168
 "10001","Kent, DE",2,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",(D),1799,1915,2163,2493,2713,2997,3007,3014,2914,3142,3051,3062,3185,3211,3308,3391,3495
 "10001","Kent, DE",2,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",(D),(D),(D),(D),(D),(D),(D),2620,2476,2485,2465,2674,2882,2961,3074,3231,(D),(D)
 "10001","Kent, DE",2,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",(D),(D),(D),(D),(D),(D),(D),208,242,234,273,283,315,340,419,483,(D),(D)
 "10001","Kent, DE",2,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",3163,3299,(D),2562,2669,2952,3209,3577,3171,3486,3183,3116,3184,3232,3164,3321,3866,3978
 "10001","Kent, DE",2,CAEMP25N,1500,"61","   Educational services","Number of jobs",777,831,771,693,695,754,736,717,731,844,820,827,899,954,969,960,945,937
 "10001","Kent, DE",2,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",6041,6261,6540,6878,7707,7952,8584,8908,8969,8927,9103,9303,9726,9811,10405,10781,10686,11176
 "10001","Kent, DE",2,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",(D),(D),3117,(D),3337,(D),2837,2920,2788,3252,3514,3555,3464,3652,3446,3498,3492,2324
 "10001","Kent, DE",2,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",(D),(D),4532,(D),4840,(D),5005,5281,5241,5310,5399,5542,5647,5778,5855,5919,5903,6982
 "10001","Kent, DE",2,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",3486,3730,3924,4205,4444,4433,4684,4776,4584,4467,4489,4409,4354,4356,4477,4476,4325,4414
 "10001","Kent, DE",2,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",21534,21587,21684,21495,21914,22251,22630,22933,22860,23402,23565,23759,23816,23602,23170,23200,23060,23108
 "10001","Kent, DE",2,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",1699,1739,1654,1617,1752,1804,1798,1681,1742,1971,1994,1894,1801,1728,1741,1725,1680,1672
